,Column,Nid,Date,Region,Location Name or Route,dt,match,score,latitute,longitude,m_sName,m_iID,m_sAliasTo,m_sNote,m_sCanyon,m_sElevation,m_sViewHeading,m_sViewDistance,slope_x,aspect_x,avy_elevat_x,slope_y,aspect_y,avy_elevat_y
1324,2280,17996,12/26/2011,Salt Lake,hidden canyon,2011-12-26,hidden canyon,100,40.601221,-111.570432,hidden canyon,2245,,,Big Cottonwood Canyon,-1,120,3000,14.36367,342.03839,2821.70117,14.36367,342.03839,2821.70117
1326,2282,17994,12/26/2011,Salt Lake,east face of clayton peak,2011-12-26,clayton peak,90,40.590726,-111.559995,clayton peak,2277,,,Big Cottonwood Canyon;Wasatch County,10721,110,2000,28.19754,268.87769,3237.56641,28.19754,268.87769,3237.56641
1327,2283,17991,12/23/2011,Salt Lake,cardiac bowl,2011-12-23,cardiac bowl,100,40.595069,-111.664316,cardiac bowl,2687,,,Big Cottonwood Canyon,-1,220,2000,27.95099,53.99466,3135.11475,27.95099,53.99466,3135.11475
1328,2284,17992,12/23/2011,Salt Lake,silver fork meadow chutes,2011-12-23,meadow chutes,90,40.614,-111.6262,meadow chutes,2554,,This entire east-facing slope is LF usually called LF the Meadow Chutes.,Big Cottonwood Canyon,-1,270,1900,26.36225,105.63398,2846.97974,26.36225,105.63398,2846.97974
1329,2285,17989,12/22/2011,Salt Lake,cardiff bowl,2011-12-22,cardiff bowl,100,40.594795,-111.650719,cardiff bowl,3136,,,Little Cottonwood Canyon,-1,270,900,27.5077,98.95366,3035.05151,27.5077,98.95366,3035.05151
1330,2286,17990,12/22/2011,Salt Lake,"west monitor, pc ridgeline",2011-12-22,west monitor,90,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1331,2287,17987,12/17/2011,Salt Lake,main days,2011-12-17,main days,100,40.605834,-111.642708,main days,2608,,,Big Cottonwood Canyon,-1,240,1300,31.40769,51.94419,3137.71484,31.40769,51.94419,3137.71484
1332,2288,17988,12/17/2011,Salt Lake,north facing gully/chute off of pioneer ridgeline,2011-12-17,pioneer ridge,90,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
1333,2292,17983,11/25/2011,Salt Lake,hidden canyon,2011-11-25,hidden canyon,100,40.601221,-111.570432,hidden canyon,2245,,,Big Cottonwood Canyon,-1,120,3000,14.36367,342.03839,2821.70117,14.36367,342.03839,2821.70117
1334,2293,17982,11/22/2011,Salt Lake,diving board in broad's fork,2011-11-22,diving board,90,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
1336,2295,17977,11/20/2011,Salt Lake,pioneer ridge,2011-11-20,pioneer ridge,100,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
1337,2296,17978,11/20/2011,Salt Lake,grizzly gulch,2011-11-20,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
1338,2297,17979,11/19/2011,Salt Lake,silver fork,2011-11-19,silver fork,100,40.614333,-111.621064,silver fork,2535,,,Big Cottonwood Canyon,-1,200,2500,21.14353,75.79169,2585.92236,21.14353,75.79169,2585.92236
1339,2299,17976,11/19/2011,Salt Lake,martha bowl,2011-11-19,martha bowl,100,40.582214,-111.589523,martha bowl,2364,,,Big Cottonwood Canyon,-1,140,900,28.94749,340.2207,3051.85498,28.94749,340.2207,3051.85498
1340,2301,17973,11/14/2011,Salt Lake,"west monitor, pc ridgeline",2011-11-14,west monitor,90,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1343,2304,17965,11/13/2011,Salt Lake,alta ski area - not open yet,2011-11-13,alta ski area,90,40.588889,-111.638846,alta ski area,3290,,,Little Cottonwood Canyon,8530,180,1000,3.00705,212.06575,2605.09253,3.00705,212.06575,2605.09253
1344,2305,17967,11/13/2011,Salt Lake,n facing point supreme in albion basin,2011-11-13,albion basin,90,40.583005,-111.62441,albion basin,3291,,,Little Cottonwood Canyon,-1,140,3000,13.32873,52.7653,2766.49951,13.32873,52.7653,2766.49951
1347,2309,17970,11/13/2011,Salt Lake,silver fork - west bowl,2011-11-13,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
1349,2311,17971,11/13/2011,Salt Lake,"park city ridgeline, west, south monitor, usa bowl",2011-11-13,south monitor,90,40.63419,-111.573742,south monitor,5228,,,Summit County,-1,230,1500,32.90428,88.92542,2941.15845,32.90428,88.92542,2941.15845
1352,2314,17958,11/13/2011,Salt Lake,twin lakes,2011-11-13,twin lakes pass,90,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
1353,2315,17974,11/13/2011,Salt Lake,twin lakes pass,2011-11-13,twin lakes pass,100,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
1354,2316,17959,11/13/2011,Salt Lake,lower patsy marley ridge/grizzly gulch,2011-11-13,grizzly gulch,90,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
1356,2318,17960,11/13/2011,Salt Lake,baldy shoulder (immediately skier's left of the main chute's exit),2011-11-13,main chute,90,40.570093,-111.638754,main chute,3354,,,Little Cottonwood Canyon,-1,210,800,34.34302,358.46017,3270.01392,34.34302,358.46017,3270.01392
1358,2320,17966,11/12/2011,Salt Lake,days fork,2011-11-12,days fork,100,40.615511,-111.634556,days fork,2595,,,Big Cottonwood Canyon,-1,180,2500,14.71154,16.7914,2651.24097,14.71154,16.7914,2651.24097
1359,2321,17952,11/12/2011,Salt Lake,"snowbird, election",2011-11-12,snowbird,90,40.581,-111.656724,snowbird,3375,,,Little Cottonwood Canyon,8100,160,300,9.2478,159.27155,2468.17139,9.2478,159.27155,2468.17139
1360,2323,17961,11/12/2011,Salt Lake,"not sure of name, but one of the chutes above lake catherine, nne facing.",2011-11-12,lake catherine,90,40.580834,-111.593155,lake catherine,2367,,,Big Cottonwood Canyon,9950,190,1300,4.91327,83.62729,3029.10107,4.91327,83.62729,3029.10107
1361,2324,17951,11/11/2011,Salt Lake,"mt superior, south face",2011-11-11,south face (superior),95,40.590841,-111.664865,south face (superior),3118,,The South Face is also called LF Main Superior.,Little Cottonwood Canyon,-1,305,800,34.4359,108.40405,3221.42432,34.4359,108.40405,3221.42432
1362,2325,17950,11/7/2011,Salt Lake,scott's bowl,2011-11-07,scotts bowl,96,40.62395,-111.5658,scotts bowl,5259,,,Summit County,-1,245,1200,34.81483,80.8837,3014.87646,34.81483,80.8837,3014.87646
1363,2326,17949,11/6/2011,Salt Lake,collins gulch,2011-11-06,collins gulch,100,40.578843,-111.63733,collins gulch,3350,,,Little Cottonwood Canyon,-1,180,2600,11.05619,30.887,2847.13794,11.05619,30.887,2847.13794
1364,2327,17946,06/21/2011,Salt Lake,south-east face of pfeifferhorn,2011-06-21,pfeifferhorn,90,40.533533,-111.706033,pfeifferhorn,3690,,,Little Cottonwood Canyon;Utah County,11326,170,1500,42.59356,300.65924,3397.08032,42.59356,300.65924,3397.08032
1365,2328,17947,06/20/2011,Salt Lake,pfeifferhorn,2011-06-20,pfeifferhorn,100,40.533533,-111.706033,pfeifferhorn,3690,,,Little Cottonwood Canyon;Utah County,11326,170,1500,42.59356,300.65924,3397.08032,42.59356,300.65924,3397.08032
1366,2329,17948,06/20/2011,Salt Lake,pfeifferhorn,2011-06-20,pfeifferhorn,100,40.533533,-111.706033,pfeifferhorn,3690,,,Little Cottonwood Canyon;Utah County,11326,170,1500,42.59356,300.65924,3397.08032,42.59356,300.65924,3397.08032
1367,2330,17945,06/2/2011,Salt Lake,superior,2011-06-02,superior,100,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
1368,2331,17943,05/20/2011,Salt Lake,emma two,2011-05-20,w,90,40.590227,-111.666377,w,3116,,,Little Cottonwood Canyon,-1,270,900,39.27142,179.08618,3272.5271,39.27142,179.08618,3272.5271
1369,2332,17944,05/20/2011,Salt Lake,jupiter peak/pioneer ridge,2011-05-20,pioneer ridge,90,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
1370,2333,17942,05/19/2011,Salt Lake,alta/about 1200 feet below the microwave.  ,2011-05-19,microwave,90,40.58785,-111.61264,microwave,3269,,This is sometimes called LF Patsey Marley LF (rather than the location LF in Grizzly Gulch).,Little Cottonwood Canyon,-1,55,1500,42.10503,247.17393,2995.37646,42.10503,247.17393,2995.37646
1371,2334,17941,05/17/2011,Salt Lake,grizzly gulch,2011-05-17,grizzly gulch,100,40.594275,-111.62398,grizzly gulch,3196,,,Little Cottonwood Canyon,-1,50,2100,30.87155,177.05164,2759.50269,30.87155,177.05164,2759.50269
1373,2338,17934,04/27/2011,Salt Lake,twin lakes pass - (between alta and brighton),2011-04-27,twin lakes pass,90,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
1374,2339,17935,04/27/2011,Salt Lake,scotties bowl,2011-04-27,scotties bowl,100,40.564138,-111.674494,scotties bowl,3493,,,Little Cottonwood Canyon,-1,145,2000,22.94692,15.91445,2908.84399,22.94692,15.91445,2908.84399
1375,2340,17936,04/27/2011,Salt Lake,kessler,2011-04-27,east couloir (kessler),90,40.6255,-111.6679,east couloir (kessler),2759,,,Big Cottonwood Canyon,-1,255,1500,28.30848,76.33945,3143.6377,28.30848,76.33945,3143.6377
1376,2341,17937,04/27/2011,Salt Lake,little superior,2011-04-27,little superior,100,40.59317,-111.661559,little superior,3111,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10489,320,700,29.18239,319.31097,3172.38867,29.18239,319.31097,3172.38867
1378,2344,17932,04/26/2011,Salt Lake,patsy marley,2011-04-26,patsey marley,96,40.589608,-111.609303,patsey marley,3267,,Some people call this LF Grizzly Bowl and call LF Microwave ''Patsey Marley''.,Little Cottonwood Canyon,-1,165,700,16.92845,30.07187,3173.44507,16.92845,30.07187,3173.44507
1380,2346,17928,04/26/2011,Salt Lake,wolverine cirque/twin lakes pass,2011-04-26,twin lakes pass,90,40.59455,-111.609122,twin lakes pass,2459,,,Big Cottonwood Canyon;Little Cottonwood Canyon,9993,90,1000,16.04648,244.56573,3034.83887,16.04648,244.56573,3034.83887
1381,2347,17929,04/26/2011,Salt Lake,west monitor,2011-04-26,west monitor,100,40.639612,-111.575337,west monitor,5223,,,Summit County,-1,260,1500,36.67375,64.72899,2937.33838,36.67375,64.72899,2937.33838
1383,2349,17920,04/22/2011,Salt Lake,100 turns east of murdock peak,2011-04-22,murdock peak,90,40.6934,-111.6051,murdock peak,1121,,,Mill Creek Canyon;Lambs Canyon,9602,0,2000,15.85883,315.7243,2921.06226,15.85883,315.7243,2921.06226
1384,2350,17921,04/22/2011,Salt Lake,silver fork - west bowl,2011-04-22,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
1385,2351,17922,04/22/2011,Salt Lake,"cardiff fork, cardiac ridge",2011-04-22,cardiac ridge,90,40.596963,-111.667777,cardiac ridge,2718,,,Big Cottonwood Canyon,-1,235,1200,42.30051,236.86736,3254.43359,42.30051,236.86736,3254.43359
1387,2353,17924,04/22/2011,Salt Lake,gobblers knob,2011-04-22,gobblers knob,100,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
1388,2354,17926,04/22/2011,Salt Lake,upper days - jaws,2011-04-22,jaws,90,40.601042,-111.634582,jaws,2601,,"There is debate on the order of LF Jaws, Fang, and Oingo Boingo. LF This seems to be the consensus.",Big Cottonwood Canyon,-1,165,800,44.30686,342.03436,3039.44165,44.30686,342.03436,3039.44165
1390,2356,17918,04/20/2011,Salt Lake,"rocky point, wolverine cirque",2011-04-20,rocky point,90,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
1392,2358,17917,04/19/2011,Salt Lake, little cottonwood canyon alta periphery top of flagstaff mountain entering into days fork,2011-04-19,flagstaff mountain,90,40.600811,-111.646133,flagstaff mountain,3155,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10630,345,2500,54.9769,267.3548,3162.44678,54.9769,267.3548,3162.44678
1393,2359,17912,04/19/2011,Salt Lake,tuscarora,2011-04-19,mt. tuscarora,95,40.584314,-111.59871,mt. tuscarora,2372,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10640,250,2000,31.71102,220.09541,3221.57812,31.71102,220.09541,3221.57812
1394,2360,17913,04/19/2011,Salt Lake,mill b south fork (near lake blanche),2011-04-19,lake blanche,90,40.605544,-111.69271,lake blanche,2852,,,Big Cottonwood Canyon,8900,160,2600,4.1044,23.80547,2716.43018,4.1044,23.80547,2716.43018
1397,2365,17910,04/16/2011,Salt Lake,white pine lake,2011-04-16,white pine lake,100,40.541223,-111.679325,white pine lake,3522,,,Little Cottonwood Canyon,10000,195,3100,3.24605,82.94433,3041.42798,3.24605,82.94433,3041.42798
1399,2367,17907,04/14/2011,Salt Lake,cardiff peak,2011-04-14,cardiff peak,100,40.595005,-111.652726,cardiff peak,2662,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10277,305,1500,35.9637,192.85219,3094.87891,35.9637,192.85219,3094.87891
1400,2368,17908,04/14/2011,Salt Lake,scotties bowl,2011-04-14,scotties bowl,100,40.564138,-111.674494,scotties bowl,3493,,,Little Cottonwood Canyon,-1,145,2000,22.94692,15.91445,2908.84399,22.94692,15.91445,2908.84399
1401,2369,17909,04/14/2011,Salt Lake,little pine chute in lcc,2011-04-14,little pine,90,40.584264,-111.686197,little pine,3073,,,Little Cottonwood Canyon,-1,355,2500,46.49839,129.9325,2923.27832,46.49839,129.9325,2923.27832
1402,2371,17904,04/11/2011,Salt Lake,toledo chute,2011-04-11,toledo chute,100,40.597272,-111.647312,toledo chute,3142,,,Little Cottonwood Canyon,-1,305,1000,41.02409,133.87978,3083.36743,41.02409,133.87978,3083.36743
1403,2372,17899,04/10/2011,Salt Lake,broads,2011-04-10,beaver pond (broads),90,40.61156,-111.716175,beaver pond (broads),2897,,,Big Cottonwood Canyon,8240,180,2500,1.12811,141.81068,2508.19653,1.12811,141.81068,2508.19653
1405,2379,17896,04/9/2011,Salt Lake,"cinder chutes, park city ridgeline",2011-04-09,cinder chutes,90,40.67162,-111.599524,cinder chutes,5044,,,Summit County,-1,245,1000,31.61528,57.68208,2845.979,31.61528,57.68208,2845.979
1406,2380,17893,04/8/2011,Salt Lake,"square top, hanging snowfield",2011-04-08,hanging snowfield,90,40.664105,-111.598593,hanging snowfield,5051,,,Summit County,-1,285,800,40.73372,83.37115,2926.95947,40.73372,83.37115,2926.95947
1407,2381,17894,04/8/2011,Salt Lake,north end of ridge between day's fork and cardiff fork,2011-04-08,cardiff fork,90,40.61987,-111.6545,cardiff fork,2645,,Cardiff Fork LF is also known as LF Mill D South Fork,Big Cottonwood Canyon,-1,190,3000,17.1262,66.80544,2522.93091,17.1262,66.80544,2522.93091
1408,2382,17895,04/8/2011,Salt Lake,argenta west headwall (northeast facing),2011-04-08,argenta,90,40.630992,-111.672629,argenta,2767,,,Big Cottonwood Canyon,-1,180,3000,26.4268,6.6536,2708.50903,26.4268,6.6536,2708.50903
1409,2383,17892,04/6/2011,Salt Lake,emma ridges,2011-04-06,emma ridge,95,40.598405,-111.626617,emma ridge,3165,,,Big Cottonwood Canyon;Little Cottonwood Canyon,-1,15,1600,7.64011,56.33689,3032.23022,7.64011,56.33689,3032.23022
1410,2384,17890,04/4/2011,Salt Lake,broads fork below salt lake twin peaks,2011-04-04,broads fork,90,40.617894,-111.720238,broads fork,2895,,,Big Cottonwood Canyon,-1,160,2500,17.49144,351.94379,2350.58154,17.49144,351.94379,2350.58154
1411,2386,17889,04/2/2011,Salt Lake,white pearl gully,2011-04-02,white pearl,90,40.565211,-111.754984,white pearl,3802,,,Little Cottonwood Canyon,-1,180,1800,52.25422,354.15033,2201.36963,52.25422,354.15033,2201.36963
1412,2393,17882,03/31/2011,Salt Lake,suicide chute,2011-03-31,suicide chute,100,40.588057,-111.6612,suicide chute,3105,,The original name of LF Suicide Chute LF is LF Shane's Chute,Little Cottonwood Canyon,-1,250,900,40.87436,31.3899,2960.84839,40.87436,31.3899,2960.84839
1413,2394,17876,03/29/2011,Salt Lake,banana days,2011-03-29,banana days,100,40.606593,-111.64172,banana days,2610,,"Many people call Banana Belt LF ''Banana Days,'' but these labels LF match the earliest records.",Big Cottonwood Canyon,-1,285,900,20.24573,105.76704,3081.5332,20.24573,105.76704,3081.5332
1414,2395,17877,03/29/2011,Salt Lake,upper alexander basin,2011-03-29,alexander basin,95,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1416,2401,17872,03/27/2011,Salt Lake,pink pine east and west facing,2011-03-27,pink pine,90,40.563176,-111.692113,pink pine,3532,,This entire slope LF (north of Rainbow Peak) LF is usually called Pink Pine.,Little Cottonwood Canyon,-1,235,1400,28.94949,48.88452,2629.67578,28.94949,48.88452,2629.67578
1417,2402,17873,03/27/2011,Salt Lake,silverfork - between west bowl and dougs drop,2011-03-27,silver,90,40.65254,-111.593841,silver,2161,,,Big Cottonwood Canyon;Summit County,10006,20,1900,38.63286,279.54233,3034.24561,38.63286,279.54233,3034.24561
1419,2406,17868,03/26/2011,Salt Lake,kessler,2011-03-26,east couloir (kessler),90,40.6255,-111.6679,east couloir (kessler),2759,,,Big Cottonwood Canyon,-1,255,1500,28.30848,76.33945,3143.6377,28.30848,76.33945,3143.6377
1420,2407,17869,03/26/2011,Salt Lake,cinder chutes,2011-03-26,cinder chutes,100,40.67162,-111.599524,cinder chutes,5044,,,Summit County,-1,245,1000,31.61528,57.68208,2845.979,31.61528,57.68208,2845.979
1421,2408,17870,03/26/2011,Salt Lake,reynolds peak south face,2011-03-26,reynolds peak,90,40.662038,-111.645667,reynolds peak,2103,,,Big Cottonwood Canyon,9422,5,3000,19.4631,206.88184,2860.59937,19.4631,206.88184,2860.59937
1422,2409,17865,03/26/2011,Salt Lake,coalpit #4,2011-03-26,coalpit #4 trailhead,90,40.571117,-111.745124,coalpit #4 trailhead,3785,,,Little Cottonwood Canyon,-1,90,800,15.69753,13.36076,1821.22461,15.69753,13.36076,1821.22461
1423,2410,17859,03/25/2011,Salt Lake,scotties bowl,2011-03-25,scotties bowl,100,40.564138,-111.674494,scotties bowl,3493,,,Little Cottonwood Canyon,-1,145,2000,22.94692,15.91445,2908.84399,22.94692,15.91445,2908.84399
1424,2412,17862,03/25/2011,Salt Lake,hogum fork,2011-03-25,hogum fork,100,40.557207,-111.718865,hogum fork,3680,,The correct pronunciation of Hogum LF is ''hog'' (like the animal) ''um'' LF because hogs were raised in this canyon.,Little Cottonwood Canyon,-1,185,4000,24.35741,49.25731,2483.55029,24.35741,49.25731,2483.55029
1425,2413,17866,03/25/2011,Salt Lake,"mineral fork, east facing off the santiogo ridge line",2011-03-25,mineral fork,90,40.617543,-111.682526,mineral fork,2790,,,Big Cottonwood Canyon,-1,160,2500,15.42511,19.38919,2458.84277,15.42511,19.38919,2458.84277
1427,2417,17852,03/22/2011,Salt Lake,wolverine cirque,2011-03-22,wolverine cirque,100,40.587035,-111.605933,wolverine cirque,2455,,,Big Cottonwood Canyon,-1,195,700,23.43305,48.76762,3131.92773,23.43305,48.76762,3131.92773
1428,2424,17849,03/22/2011,Salt Lake,rocky point to honeycomb along the upper reaches of bcc/lcc,2011-03-22,rocky point,90,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
1430,2426,17854,03/21/2011,Salt Lake,mineral fork,2011-03-21,mineral fork,100,40.617543,-111.682526,mineral fork,2790,,,Big Cottonwood Canyon,-1,160,2500,15.42511,19.38919,2458.84277,15.42511,19.38919,2458.84277
1431,2427,17843,03/20/2011,Salt Lake,southern saddle of rocky point beginning of ridgeline cliff leading toward sunset peak.,2011-03-20,rocky point,90,40.578013,-111.598088,rocky point,2369,,,Little Cottonwood Canyon;Utah County,10490,320,1000,4.81755,250.06148,3190.25952,4.81755,250.06148,3190.25952
1432,2428,17844,03/20/2011,Salt Lake,pioneer ,2011-03-20,false pioneer peak,90,40.581373,-111.587755,false pioneer peak,2386,,,Big Cottonwood Canyon;Wasatch County,10370,225,600,44.19263,330.68683,3129.16821,44.19263,330.68683,3129.16821
1436,2432,17848,03/20/2011,Salt Lake,mill d north,2011-03-20,mill d north fork,95,40.650037,-111.635567,mill d north fork,2115,,,Big Cottonwood Canyon,-1,60,2000,7.82669,271.92572,2340.5896,7.82669,271.92572,2340.5896
1438,2435,17842,03/19/2011,Salt Lake,silver fork headwall,2011-03-19,silver fork headwall,100,40.599156,-111.626907,silver fork headwall,2547,,,Big Cottonwood Canyon,-1,180,1000,42.13863,10.46025,2958.45288,42.13863,10.46025,2958.45288
1439,2436,17835,03/18/2011,Salt Lake,gobblers knob,2011-03-18,gobblers knob,100,40.6707,-111.6829,gobblers knob,2082,,,Mill Creek Canyon;Big Cottonwood Canyon,10246,0,2000,23.35234,291.72321,3103.82007,23.35234,291.72321,3103.82007
1440,2437,17834,03/18/2011,Salt Lake,bannana days,2011-03-18,banana days,96,40.606593,-111.64172,banana days,2610,,"Many people call Banana Belt LF ''Banana Days,'' but these labels LF match the earliest records.",Big Cottonwood Canyon,-1,285,900,20.24573,105.76704,3081.5332,20.24573,105.76704,3081.5332
1441,2439,17841,03/17/2011,Salt Lake,alexander basin,2011-03-17,alexander basin,100,40.681283,-111.677406,alexander basin,1245,,,Mill Creek Canyon,-1,185,3000,15.71047,42.07593,2568.22681,15.71047,42.07593,2568.22681
1444,2444,17838,03/16/2011,Salt Lake,white baldy,2011-03-16,white baldy,100,40.532955,-111.68135,white baldy,3516,,,Little Cottonwood Canyon;Utah County,11321,150,1500,35.61238,307.89975,3398.68335,35.61238,307.89975,3398.68335
1446,2447,17830,03/16/2011,Salt Lake,above diving board in broads fk.,2011-03-16,diving board,90,40.601982,-111.719987,diving board,2916,,,Big Cottonwood Canyon,-1,215,1000,37.7956,39.77826,2939.35205,37.7956,39.77826,2939.35205
1447,2450,17821,03/13/2011,Salt Lake,seagull,2011-03-13,the seagull,90,40.584509,-111.598033,the seagull,2373,,The Seagull LF is also known as LF 3 Chute,Big Cottonwood Canyon,-1,260,1000,26.2847,27.17932,3233.14648,26.2847,27.17932,3233.14648
1448,2451,17822,03/13/2011,Salt Lake,cardiff peak ??  se slope,2011-03-13,cardiff peak,90,40.595005,-111.652726,cardiff peak,2662,,,Big Cottonwood Canyon;Little Cottonwood Canyon,10277,305,1500,35.9637,192.85219,3094.87891,35.9637,192.85219,3094.87891
1449,2458,17815,03/11/2011,Salt Lake,mt. superior,2011-03-11,superior,90,40.592166,-111.666973,superior,2854,,,Big Cottonwood Canyon;Little Cottonwood Canyon,11050,295,1500,20.04864,230.25876,3347.46851,20.04864,230.25876,3347.46851
1450,2459,17817,03/11/2011,Salt Lake,?kessler peak slide path. ,2011-03-11,kessler peak,90,40.62503,-111.668814,kessler peak,2760,,,Big Cottonwood Canyon,10403,145,2000,37.29956,292.56763,3130.08374,37.29956,292.56763,3130.08374
1451,2460,17804,03/10/2011,Salt Lake,argenta chutes,2011-03-10,argenta chutes,100,40.635772,-111.690636,argenta chutes,2770,,There are 7 numbered chutes LF (from west to east). LF This is Argenta Chute #3.,Big Cottonwood Canyon,-1,155,1200,24.26389,2.24413,2346.39307,24.26389,2.24413,2346.39307
1452,2467,17798,03/9/2011,Salt Lake,scotties,2011-03-09,scotties bowl,90,40.564138,-111.674494,scotties bowl,3493,,,Little Cottonwood Canyon,-1,145,2000,22.94692,15.91445,2908.84399,22.94692,15.91445,2908.84399
1453,2468,17799,03/9/2011,Salt Lake,lake peak,2011-03-09,lake peak,100,40.540997,-111.68386,lake peak,3518,No Name Peak,,Little Cottonwood Canyon,10718,175,2100,33.82166,254.35515,3226.83643,33.82166,254.35515,3226.83643
1454,2469,17800,03/9/2011,Salt Lake,mill b south,2011-03-09,mill b south fork,95,40.615672,-111.707604,mill b south fork,2850,,,Big Cottonwood Canyon,-1,160,2500,25.59264,44.11208,2298.20654,25.59264,44.11208,2298.20654
1456,2475,17796,03/8/2011,Salt Lake,sound of music,2011-03-08,sound of music,100,40.68254,-111.600103,sound of music,5004,,,Summit County,-1,275,1400,35.81739,130.82285,2798.78223,35.81739,130.82285,2798.78223
1457,2477,17797,03/8/2011,Salt Lake,wilson glades,2011-03-08,wilson glade,96,40.676974,-111.671039,wilson glade,1211,,,Mill Creek Canyon,-1,210,1500,30.46662,48.43252,2845.33813,30.46662,48.43252,2845.33813
1458,2479,17802,03/8/2011,Salt Lake,sound of music - park city ridgeline - backcountry area near canyons resort,2011-03-08,canyons resort,90,40.684385,-111.55485,canyons resort,5090,,,Summit County,6800,245,3000,2.66944,36.5189,2101.09448,2.66944,36.5189,2101.09448
1460,2481,17789,03/7/2011,Salt Lake,highway to heaven,2011-03-07,highway to heaven gate,95,40.598162,-111.606174,highway to heaven gate,2493,,,Big Cottonwood Canyon,-1,305,700,29.07613,100.50346,3079.04346,29.07613,100.50346,3079.04346
1461,2487,17786,03/6/2011,Salt Lake,silver fork,2011-03-06,silver fork,100,40.614333,-111.621064,silver fork,2535,,,Big Cottonwood Canyon,-1,200,2500,21.14353,75.79169,2585.92236,21.14353,75.79169,2585.92236
1462,2489,17782,03/5/2011,Salt Lake,"white baldy, white pine canyon",2011-03-05,white baldy,90,40.532955,-111.68135,white baldy,3516,,,Little Cottonwood Canyon;Utah County,11321,150,1500,35.61238,307.89975,3398.68335,35.61238,307.89975,3398.68335
1463,2490,17784,03/5/2011,Salt Lake,tanner's gulch,2011-03-05,tanner gulch,95,40.583038,-111.70341,tanner gulch,3056,,,Little Cottonwood Canyon,-1,0,3500,47.50978,103.16363,2640.20239,47.50978,103.16363,2640.20239
1464,2493,17781,03/4/2011,Salt Lake,porter fork,2011-03-04,porter fork,100,40.687781,-111.710983,porter fork,1270,,,Mill Creek Canyon,-1,170,3500,16.14771,10.1069,2016.19702,16.14771,10.1069,2016.19702
1465,2494,17780,03/3/2011,Salt Lake,pioneer ridge,2011-03-03,pioneer ridge,100,40.581252,-111.582883,pioneer ridge,2302,,,Big Cottonwood Canyon;Wasatch County,10200,170,800,12.77566,345.45721,3105.40259,12.77566,345.45721,3105.40259
